Street Address,City,ZIP,Groups With Access Code,Access Days Time,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,Latitude,Longitude,ID,EV Connector Types,Facility Type
6200 Variel Ave,Los Angeles,91367,Public,24 hours daily,,1,,,34.18344,-118.592646,190641,J1772,
6200 Variel Ave,Los Angeles,91367,Public,24 hours daily,,1,,,34.183292,-118.592038,190642,J1772,
6200 Variel,Los Angeles,91367,Public,24 hours daily,,1,,,34.18337,-118.592079,190643,J1772,
1641 Lincoln Blvd,Santa Monica,90404,Public,24 hours daily,,2,,,34.016229,-118.486987,190644,J1772,
2850 Gateway Oaks Dr,Sacramento,95833,Public,24 hours daily,,2,,,38.621683,-121.518379,190652,J1772,
313 N Lake St,Burbank,91502,Public,24 hours daily,,2,,,34.177246,-118.316864,190653,J1772,
2880 Gateway Oaks Dr,Sacramento,95833,Public,24 hours daily,,2,,,38.621296,-121.521253,190657,J1772,
1000 Sunset Blvd,Rocklin,95765,Public,24 hours daily,,2,,,38.815895,-121.28808,190659,J1772,
1000 Sunset Blvd,Rocklin,95765,Public,24 hours daily,,2,,,38.815937,-121.288124,190660,J1772,
1500 Berger Dr,San Jose,95112,Public,Mon 6:00pm - 12:00am; Tue 6:00pm - 12:00am; Wed 6:00pm - 12:00am; Thu 6:00pm - 12:00am; Fri 6:00pm - 12:00am; Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,,2,,,37.371009,-121.897254,190661,J1772,
3822 Cross Creek Rd,Malibu,90265,Public,24 hours daily,,,3,,34.036062,-118.683931,190671,CHADEMO J1772COMBO,
4502-4564 Campus Dr,Irvine,92617,Public,24 hours daily,,2,,,33.647566,-117.83676,190698,J1772,
669 Stanford Shopping Center,Palo Alto,94304,Public,24 hours daily,,1,,,37.442525,-122.170283,190699,J1772,
1044 La Jolla Ave,West Hollywood,90046,Public,24 hours daily,,2,,,34.090283,-118.367272,190730,J1772,
1044 La Jolla Ave,West Hollywood,90046,Public,24 hours daily,,1,,,34.090288,-118.367184,190731,J1772,
6490 Camden Ave,San Jose,95120,Public,24 hours daily,,,4,,37.221839,-121.863254,190734,CHADEMO J1772COMBO,
21959 CA-46,Lost Hills,93249,Public,24 hours daily,,,4,,35.615414,-119.658344,190761,CHADEMO J1772COMBO,
1102 S Abel St,Milpitas,95035,Public,24 hours daily,,2,,,37.414057,-121.903635,190770,J1772,
27489 Agoura Rd,Agoura Hills,91301,Public,Mon 6:00am - 9:00pm; Tue 6:00am - 9:00pm; Wed 6:00am - 9:00pm; Thu 6:00am - 9:00pm; Fri 6:00am - 9:00pm; Sat 6:00am - 9:00pm; Sun 6:00am - 9:00pm,,2,,,34.137133,-118.725586,190784,J1772,
27509 Agoura Rd,Agoura Hills,91301,Public,Mon 6:00am - 9:00pm; Tue 6:00am - 9:00pm; Wed 6:00am - 9:00pm; Thu 6:00am - 9:00pm; Fri 6:00am - 9:00pm; Sat 6:00am - 9:00pm; Sun 6:00am - 9:00pm,,2,,,34.136616,-118.725865,190785,J1772,
313 Orangethorpe,Placentia,92870,Public,Mon 12:00am - 12:00am; Tue 12:00am - 12:00am; Wed 12:00am - 12:00am; Thu 12:00am - 12:00am; Fri 12:00am - 12:00am; Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,,,1,,33.861777,-117.876191,190795,CHADEMO J1772COMBO,
2801 San Bruno Avenue,San Bruno,94066,Public,24 hours daily; for Tesla use only,,,12,,37.618958,-122.440661,190811,TESLA,SHOPPING_CENTER
2000 Avenue of the Stars,Los Angeles,90067,Public,24 hours daily,,2,,,34.058708,-118.414375,190822,J1772,
1416 Oak St,Alameda,94501,Public,24 hours daily,,2,,,37.765052,-122.24362,190886,J1772,
1461 N Van Ness Ave,Los Angeles,90028,Public,24 hours daily,,2,,,34.097427,-118.315872,190889,J1772,
8980 University Center Lane,San Diego,92122,Public,24 hours daily; for Tesla use only,,,7,,32.87091,-117.2243,190908,TESLA,PARKING_GARAGE
375e E Olive Ave,Burbank,91502,Public,24 hours daily,,2,,,34.183408,-118.306793,190933,J1772,
375 E Olive Ave,Burbank,91502,Public,24 hours daily,,2,,,34.183354,-118.306724,190936,J1772,
375 E Olive Ave,Burbank,91502,Public,24 hours daily,,2,,,34.183308,-118.306656,190938,J1772,
375 E Olive Ave,Burbank,91502,Public,24 hours daily,,2,,,34.183258,-118.306588,190939,J1772,
4307 Third Ave,San Diego,92103,Public,24 hours daily,,2,,,32.756295,-117.161631,190945,J1772,
171 Oyster Point Blvd,South San Francisco,94080,Public,24 hours daily,,1,,,37.663384,-122.393794,190950,J1772,
4307 Third Ave,San Diego,92103,Public,24 hours daily,,2,,,32.756366,-117.161853,190996,J1772,
438 N Beverly Dr,Beverly Hills,90210,Public,24 hours daily,,2,,,34.070836,-118.402148,191016,J1772,
438 N Beverly Dr,Beverly Hills,90210,Public,24 hours daily,,2,,,34.070853,-118.402266,191017,J1772,
1390 N Broadway,Walnut Creek,94596,Public,24 hours daily,,1,,,37.899056,-122.058954,191077,J1772,
1390 N Broadway,Walnut Creek,94596,Public,24 hours daily,,2,,,37.899286,-122.058931,191078,J1772,
1390 N Broadway,Walnut Creek,94596,Public,24 hours daily,,2,,,37.899279,-122.05885,191079,J1772,
1390 N Broadway,Walnut Creek,94596,Public,24 hours daily,,2,,,37.899364,-122.058731,191080,J1772,
6150 Stoneridge Mall Rd,Pleasanton,94588,Public,24 hours daily,,2,,,37.697495,-121.924306,191126,J1772,
27959 Highland Ave,Highland,92346,Public,24 hours daily,,2,,,34.133712,-117.194809,191145,J1772,
1390 N Broadway,Walnut Creek,94596,Public,24 hours daily,,2,,,37.89929,-122.059075,191148,J1772,
950 W 1st St 4,San Pedro,90731,Private,,,4,,,33.743771,-118.297368,191209,J1772,UTILITY
2333 Ripple St,Los Angeles,90039,Private,,,4,1,,34.106894,-118.252569,191210,CHADEMO J1772 J1772COMBO,UTILITY
300 Mandich St,Bishop,93514,Private,,,3,1,,37.356213,-118.399776,191211,CHADEMO J1772 J1772COMBO,UTILITY
15350 Chatsworth St,Mission Hills,91345,Public,24 hours daily,,1,,,34.264345,-118.466124,191212,J1772,UTILITY
1630 N Main St,Los Angeles,90012,Private,,,,1,,34.066622,-118.227516,191213,CHADEMO J1772COMBO,UTILITY
20923 Parthenia St,Canoga Park,91304,Public,24 hours daily,,1,,,34.228403,-118.589661,191214,J1772,UTILITY
2600 Artesian St,Los Angeles,90031,Public,24 hours daily,,,1,,34.080344,-118.219012,191215,CHADEMO J1772COMBO,UTILITY
6938 Milwood Ave,Canoga Park,91303,Public,24 hours daily,,1,,,34.196289,-118.59406,191217,J1772,UTILITY
8970 Independence Ave,Canoga Park,91304,Public,24 hours daily,,1,,,34.233579,-118.59051,191220,J1772,UTILITY
200 N San Fernando Rd,Los Angeles,90031,Public,24 hours daily,,1,,,34.076911,-118.221619,191224,J1772,
2525 Natomas Park Dr,Sacramento,95833,Public,24 hours daily,,2,,,38.609833,-121.50796,191228,J1772,
2525 Natomas Park Dr,Sacramento,95833,Public,24 hours daily,,2,,,38.609833,-121.508,191229,J1772,
2460 Venture Oaks Way,Sacramento,95833,Public,24 hours daily,,2,,,38.607578,-121.511273,191232,J1772,
2460 Venture Oaks Way,Sacramento,95833,Public,24 hours daily,,2,,,38.607579,-121.51131,191233,J1772,
61 W Oak Ave,Porterville,93257,Public,24 hours daily,,,2,,36.067663,-119.017338,191265,J1772COMBO,MUNI_GOV
311 S Ellsworth Ave,San Mateo,94401,Public,24 hours daily,,2,,,37.564784,-122.322503,191267,J1772,
2061 Cadenasso Dr,Fairfield,94533,Public,24 hours daily,,,1,,38.247556,-122.068021,191283,CHADEMO J1772COMBO,
7110 Camino Arroyo,Gilroy,95020,Public,24 hours daily,,,1,,37.007047,-121.55264,191286,CHADEMO J1772COMBO,
420 34th St,Bakersfield,93301,Public,24 hours daily,,1,,,35.391041,-119.006679,191288,J1772,
420 34th St,Bakersfield,93301,Public,24 hours daily,,2,,,35.391033,-119.006688,191289,J1772,
1170 W 3RD ST,San Bernardino,92410,Public,24 hours daily,,,1,,34.104306,-117.308769,191301,CHADEMO J1772COMBO,
8205 Valley Greens Drive,Carmel,93923,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,2,,,36.5324553,-121.8511036,191345,J1772,
6100 Hollister Ave,Goleta,93117,Public,24 hours daily,,1,,,34.434564,-119.837257,191357,J1772,
6100 Hollister Ave,Goleta,93117,Public,24 hours daily,,1,,,34.434683,-119.836562,191358,J1772,
7925 Somerset Blvd,Paramount,90723,Public,24 hours daily,,2,,,33.89681,-118.160564,191359,J1772,
484 Oak Rd,Stanford,94305,Public,24 hours daily,,1,,,37.429259,-122.184476,191360,J1772,
200 Maritime Academy Dr,Vallejo,94590,Public,24 hours daily,,1,,,38.070092,-122.229859,191361,J1772,
200 Maritime Academy Dr,Vallejo,94590,Public,24 hours daily,,2,,,38.070015,-122.230027,191362,J1772,
200 Maritime Academy Dr,Vallejo,94590,Public,24 hours daily,,2,,,38.069876,-122.230127,191363,J1772,
200 Maritime Academy Dr,Vallejo,94590,Public,24 hours daily,,2,,,38.06992,-122.2301,191364,J1772,
200 Maritime Academy Dr,Vallejo,94590,Public,24 hours daily,,1,,,38.070075,-122.229993,191365,J1772,
200 Maritime Academy Dr,Vallejo,94590,Public,24 hours daily,,2,,,38.069964,-122.230069,191366,J1772,
200 Maritime Academy Dr,Vallejo,94590,Public,24 hours daily,,2,,,38.069823,-122.230163,191367,J1772,
200 Maritime Academy Dr,Vallejo,94590,Public,24 hours daily,,2,,,38.06945,-122.229999,191368,J1772,
200 Maritime Academy Dr,Vallejo,94590,Public,24 hours daily,,2,,,38.069724,-122.230214,191369,J1772,
200 Maritime Academy Dr,Vallejo,94590,Public,24 hours daily,,2,,,38.069653,-122.230262,191370,J1772,
200 Maritime Academy Dr,Vallejo,94590,Public,24 hours daily,,2,,,38.069676,-122.230252,191371,J1772,
200 Maritime Academy Dr,Vallejo,94590,Public,24 hours daily,,2,,,38.069467,-122.230061,191372,J1772,
200 Maritime Academy Dr,Vallejo,94590,Public,24 hours daily,,2,,,38.069473,-122.230092,191373,J1772,
200 Maritime Academy Dr,Vallejo,94590,Public,24 hours daily,,2,,,38.069774,-122.230199,191374,J1772,
200 Maritime Academy Dr,Vallejo,94590,Public,24 hours daily,,2,,,38.06948,-122.230122,191375,J1772,
2050 Channing Ave,Palo Alto,94303,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,2,,,37.447926,-122.125627,191426,J1772,
2011 Riverside Ave,Rialto,92377,Public,24 hours daily,,1,,,34.137067,-117.36951,191429,J1772,
4055 Redwood Ave,Los Angeles,90066,Public,24 hours daily,,2,,,33.991928,-118.441935,191432,J1772,
10810 Justice Center Dr,Roseville,95678,Public,24 hours daily,,2,,,38.807285,-121.3054,191443,J1772,
440 Middlefield Rd CC PS1,Redwood City,94063,Public,24 hours daily,,2,,,37.489464,-122.229817,191475,J1772,
150 Progress,Irvine,92618,Public,24 hours daily,,1,,,33.679206,-117.761915,191480,J1772,
6441 Burt Rd,Irvine,92618,Public,24 hours daily,,2,,,33.678329,-117.760578,191481,J1772,
6441 Burt Rd,Irvine,92618,Public,24 hours daily,,2,,,33.678299,-117.760512,191482,J1772,
1518 N Garey Ave,Pomona,91767,Public,24 hours daily,,,2,,34.073198,-117.751889,191502,CHADEMO J1772COMBO,
1158 West Branch Street,Arroyo Grande,93420,Public,24 hours daily; for Tesla use only,,,8,,35.126876,-120.595873,191517,TESLA,SHOPPING_MALL
925 Blossom Hill Road,San Jose,95123,Public,24 hours daily; for Tesla use only,,,24,,37.250787,-121.860764,191519,TESLA,SHOPPING_MALL
4701 N 1st St,San Jose,95134,Public,6am-12am daily,,9,,,37.423312,-121.970122,191520,J1772,OTHER_ENTERTAINMENT
391 6th St,Williams,95987,Public,24 hours daily; for guest use only,,2,,,39.156534,-122.149054,191523,J1772,INN
1641 Lincoln Blvd,Santa Monica,90404,Public,24 hours daily,,1,,,34.016087,-118.486858,191554,J1772,
3401 Blume Dr,Richmond,94806,Public,24 hours daily,,,4,,37.983516,-122.319266,191559,CHADEMO J1772COMBO,
1980 Old Mission Drive,Solvang,93463,Public,24 hours daily,,,4,,34.598187,-120.130376,191560,CHADEMO J1772COMBO,
1151 Galleria Blvd,Roseville,95678,Public,24 hours daily,,,6,,38.771645,-121.270432,191562,CHADEMO J1772COMBO,
875 Blossom Hill Rd,San Jose,95123,Public,24 hours daily,,,1,,37.250679,-121.85811,191577,CHADEMO J1772COMBO,
875 Blossom Hill Rd,San Jose,95123,Public,24 hours daily,,,1,,37.250636,-121.85813,191589,CHADEMO J1772COMBO,
2175 S Bradley Rd,Santa Maria,93455,Public,24 hours daily,,1,,,34.921309,-120.422938,191595,J1772,CAR_DEALER
2930 Colorado Ave,Santa Monica,90404,Public,24 hours daily,,2,,,34.032036,-118.466385,191608,J1772,
3508 Shamrock Way,Tracy,95377,Public,24 hours daily,,2,,,37.70551,-121.4289,191610,J1772,
1801 Lancer Way,Fullerton,92833,Public,24 hours daily,,2,,,33.88288,-117.95349,191611,J1772,
1801 Lancer Way,Fullerton,92833,Public,24 hours daily,,2,,,33.882824,-117.95354,191612,J1772,
135 Commonwealth Dr,Menlo Park,94025,Public,24 hours daily,,,1,,37.481574,-122.174958,191648,CHADEMO J1772COMBO,
1850 Muir Rd,Martinez,94553,Public,24 hours daily,,1,,,37.990463,-122.088615,191649,J1772,
1065 Brea Mall,Brea,92821,Public,24 hours daily; for Tesla use only,,,20,,33.914603,-117.883758,191697,TESLA,SHOPPING_MALL
12471 Limonite Avenue,Eastvale,91752,Public,24 hours daily; for Tesla use only,,,16,,33.97597,-117.55686,191698,TESLA,SHOPPING_CENTER
10565 Copus Road,Bakersfield,93313,Public,24 hours daily; for Tesla use only,,,20,,35.094359,-119.040751,191699,TESLA,OTHER
1515 North Vermont Avenue,Los Angeles,90027,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,1,,,34.098798,-118.293336,191738,J1772,
3651 S. Vermont Ave.,Los Angeles,90007,Public,24 hours daily,,1,,,34.021538,-118.2916956,191772,J1772,
49500 Seminole Dr,Cabazon,92230,Public,24 hours daily,,2,4,,33.922367,-116.801502,191962,CHADEMO J1772 J1772COMBO,
8985 Venice Blvd,Los Angeles,90034,Public,24 hours daily,,,2,,34.027891,-118.391427,191985,CHADEMO J1772COMBO,
4654 Laurel Canyon Blvd,Valley Village,91607,Public,24 hours daily,,,4,,34.155583,-118.395947,192021,CHADEMO J1772COMBO,
329 Miller Ave,South San Francisco,94080,Public,24 hours daily,,,3,,37.656204,-122.411246,192054,CHADEMO J1772COMBO,
1160 Mission St,San Francisco,94103,Public,24 hours daily,,,2,,37.7786972,-122.4126145,192168,CHADEMO J1772COMBO,
26801 Mission Blvd,Hayward,94544,Public,24 hours daily,,,4,,37.645279,-122.063315,192570,CHADEMO J1772COMBO,
30910 Benton Rd,Winchester,92596,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,10,,,33.591935,-117.12139,192578,J1772,
1130 Montgomery Dr,Santa Rosa,95405,Public,24 hours daily,,1,,,38.4426,-122.700437,192585,J1772,
1130 Montgomery Dr,Santa Rosa,95405,Public,24 hours daily,,1,,,38.442531,-122.700533,192586,J1772,
500 Capitol Mall,Sacramento,95814,Public,24 hours daily,,2,,,38.577894,-121.501547,192620,J1772,
500 Capitol Mall,Sacramento,95814,Public,24 hours daily,,2,,,38.577831,-121.50156,192621,J1772,
500 Capitol Mall,Sacramento,95814,Public,24 hours daily,,2,,,38.577843,-121.501525,192622,J1772,
500 Capitol Mall,Sacramento,95814,Public,24 hours daily,,2,,,38.57785,-121.501514,192623,J1772,
500 Capitol Mall,Sacramento,95814,Public,24 hours daily,,2,,,38.577837,-121.501579,192624,J1772,
500 Capitol Mall,Sacramento,95814,Public,24 hours daily,,2,,,38.5779,-121.501445,192625,J1772,
1201 Pine St,Oakland,94607,Public,24 hours daily,,1,,,37.812741,-122.300269,192634,J1772,
1300 West San Carlos Street,San Jose,95126,Public,24 hours daily,,,3,,37.322669,-121.913589,192650,CHADEMO J1772COMBO,
140 E Live Oak Ave,Arcadia,91006,Public,24 hours daily,,1,,,34.107608,-118.025535,192661,J1772,
253 E Foothill Blvd,Arcadia,91006,Public,24 hours daily,,1,,,34.151424,-118.023233,192662,J1772,
231 S San Mateo Dr,San Mateo,94401,Public,24 hours daily,,1,,,37.564867,-122.32412,192663,J1772,
201 N Figueroa St,Los Angeles,90012,Public,24 hours daily,,22,3,,34.059093,-118.251429,192694,CHADEMO J1772 J1772COMBO,
1150 W Magic Way,Anaheim,92802,Public,24 hours daily,,2,,,33.81059,-117.92788,192731,J1772,
1150 W Magic Way,Anaheim,92802,Public,24 hours daily,,2,,,33.810702,-117.927967,192732,J1772,
2635 Homestead Rd,Santa Clara,95051,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,1,,,37.341008,-121.973337,192742,J1772,
7649 CA-120,Groveland,95321,Public,24 hours daily,,,4,,37.817556,-120.058874,192748,CHADEMO J1772COMBO,
1393 S 7th St,San Jose,95112,Public,24 hours daily,,1,,,37.318531,-121.869514,192756,J1772,
1291 S 7th St,San Jose,95112,Public,24 hours daily,,2,,,37.319895,-121.870612,192760,J1772,
1291 S 7th St,San Jose,95112,Public,24 hours daily,,2,,,37.319852,-121.87058,192761,J1772,
1251 S 7th St,San Jose,95112,Public,24 hours daily,,2,,,37.319952,-121.870893,192762,J1772,
1251 S 7th St,San Jose,95112,Public,24 hours daily,,2,,,37.319825,-121.870804,192763,J1772,
1291 S 7th St,San Jose,95112,Public,24 hours daily,,2,,,37.319875,-121.870597,192764,J1772,
1291 S 7th St,San Jose,95112,Public,24 hours daily,,2,,,37.319868,-121.87059,192765,J1772,
1251 S 7th St,San Jose,95112,Public,24 hours daily,,2,,,37.319901,-121.870857,192766,J1772,
1251 S 7th St,San Jose,95112,Public,24 hours daily,,2,,,37.319881,-121.870845,192767,J1772,
1251 S 7th St,San Jose,95112,Public,24 hours daily,,2,,,37.319919,-121.870878,192768,J1772,
1393 S 7th St,San Jose,95112,Public,24 hours daily,,2,,,37.31985,-121.870601,192769,J1772,
1251 S 7th St,San Jose,95112,Public,24 hours daily,,2,,,37.319842,-121.870807,192770,J1772,
1291 S 7th St,San Jose,95112,Public,24 hours daily,,1,,,37.319906,-121.870628,192771,J1772,
1291 S 7th St,San Jose,95112,Public,24 hours daily,,2,,,37.319833,-121.870566,192772,J1772,
1291 S 7th St,San Jose,95112,Public,24 hours daily,,2,,,37.319814,-121.870551,192773,J1772,
1291 S 7th St,San Jose,95112,Public,24 hours daily,,2,,,37.319809,-121.870544,192774,J1772,
1291 S 7th St,San Jose,95112,Public,24 hours daily,,2,,,37.319752,-121.870509,192775,J1772,
1291 S 7th St,San Jose,95112,Public,24 hours daily,,2,,,37.31972,-121.870486,192776,J1772,
1291 S 7th St,San Jose,95112,Public,24 hours daily,,2,,,37.319715,-121.870477,192777,J1772,
1291 S 7th St,San Jose,95112,Public,24 hours daily,,2,,,37.319706,-121.87047,192778,J1772,
1291 S 7th St,San Jose,95112,Public,24 hours daily,,2,,,37.319668,-121.870451,192779,J1772,
1291 S 7th St,San Jose,95112,Public,24 hours daily,,2,,,37.319657,-121.870436,192780,J1772,
1291 S 7th St,San Jose,95112,Public,24 hours daily,,2,,,37.319633,-121.870426,192781,J1772,
1393 S 7th St,Central San Jose,95112,Public,24 hours daily,,2,,,37.319994,-121.869993,192782,J1772,
1393 S 7th St,San Jose,95112,Public,24 hours daily,,2,,,37.319619,-121.870364,192783,J1772,
8265 Mira Mesa Blvd,San Diego,92126,Public,Mon 7:00am - 12:00am; Tue 7:00am - 12:00am; Wed 7:00am - 12:00am; Thu 7:00am - 12:00am; Fri 7:00am - 12:00am; Sat 7:00am - 12:00am; Sun 7:00am - 12:00am,,1,,,32.911806,-117.145582,192790,J1772,
8251 Mira Mesa Blvd,San Diego,92126,Public,Mon 7:00am - 12:00am; Tue 7:00am - 12:00am; Wed 7:00am - 12:00am; Thu 7:00am - 12:00am; Fri 7:00am - 12:00am; Sat 7:00am - 12:00am; Sun 7:00am - 12:00am,,1,,,32.911251,-117.145557,192791,J1772,
8265 Mira Mesa Blvd,San Diego,92126,Public,Mon 7:00am - 12:00am; Tue 7:00am - 12:00am; Wed 7:00am - 12:00am; Thu 7:00am - 12:00am; Fri 7:00am - 12:00am; Sat 7:00am - 12:00am; Sun 7:00am - 12:00am,,2,,,32.911863,-117.145586,192792,J1772,
14049 Ventura Blvd,Sherman Oaks,91423,Public,24 hours daily,,,4,,34.149938,-118.439724,192796,CHADEMO J1772COMBO,
125 Shoreline Blvd,San Rafael,94901,Public,Mon 7:00am - 12:00am; Tue 7:00am - 12:00am; Wed 7:00am - 12:00am; Thu 7:00am - 12:00am; Fri 7:00am - 12:00am; Sat 7:00am - 12:00am; Sun 7:00am - 12:00am,,2,,,37.954123,-122.490441,192801,J1772,
2890 S. Stockton St,Lodi,95240,Public,24 hours daily,,2,,,38.09705,-121.26905,192833,J1772,
8353 Sierra Ave,Fontana,92335,Public,24 hours daily,,2,,,34.102058,-117.434719,192864,J1772,
8353 Sierra Ave,Fontana,92335,Public,24 hours daily,,1,,,34.102057,-117.434749,192865,J1772,
8353 Sierra Ave,Fontana,92335,Public,24 hours daily,,1,,,34.102104,-117.434728,192866,J1772,
8353 Sierra Ave,Fontana,92335,Public,24 hours daily,,2,,,34.102182,-117.434701,192867,J1772,
1291 S 7th St,San Jose,95112,Public,24 hours daily,,2,,,37.319636,-121.870414,192905,J1772,
1146 16th St,Santa Monica,90403,Public,24 hours daily,,2,,,34.028373,-118.487852,192913,J1772,
2890 S Stockton St,Lodi,95240,Public,24 hours daily,,2,,,38.09959,-121.26916,192914,J1772,
5601 Great Oaks Pkwy B004,San Jose,95119,Public,24 hours daily,,2,,,37.24575,-121.791906,192928,J1772,
Lot 4D 721 Cliff Drive,Santa Barbara,93109,Public,Mon 6:00am - 11:00pm; Tue 6:00am - 11:00pm; Wed 6:00am - 11:00pm; Thu 6:00am - 11:00pm; Fri 6:00am - 11:00pm; Sat 6:00am - 11:00pm; Sun 6:00am - 11:00pm,,2,,,34.403639,-119.702512,192965,J1772,
Lot 4D 721 Cliff Drive,Santa Barbara,93109,Public,Mon 6:00am - 11:00pm; Tue 6:00am - 11:00pm; Wed 6:00am - 11:00pm; Thu 6:00am - 11:00pm; Fri 6:00am - 11:00pm; Sat 6:00am - 11:00pm; Sun 6:00am - 11:00pm,,2,,,34.403679,-119.702467,192966,J1772,
1351 W Capitol Ave,West Sacramento,95691,Public,24 hours daily,,2,,,38.581636,-121.524124,192993,J1772,
4300 Cutting Blvd,Richmond,94804,Public,24 hours daily,,,1,,37.92456,-122.327559,193010,CHADEMO J1772COMBO,
200 Maritime Academy Dr,Vallejo,94590,Public,24 hours daily,,2,,,38.070105,-122.229923,193056,J1772,
44580 Old Warm Springs Blvd,Fremont,94538,Public,24 hours daily,,1,,,37.505717,-121.944663,193057,J1772,
12606 Lakeshore Dr,Lakeside,92040,Public,24 hours daily,,2,,,32.860836,-116.91952,193066,J1772,
956 Vale Terrace Dr,Vista,92084,Public,24 hours daily,,2,,,33.21001,-117.230484,193074,J1772,
1702 East Cesar E Chavez Avenue,Los Angeles,90033,Public,24 hours daily,,2,,,34.05073,-118.217493,193099,J1772,
956 Vale Terrace Dr,Vista,92084,Public,24 hours daily,,2,,,33.209927,-117.23035,193111,J1772,
956 Vale Terrace Dr,Vista,92084,Public,24 hours daily,,2,,,33.20987,-117.2303,193112,J1772,
900 District Dr,Inglewood,90305,Public,24 hours daily,,2,,,33.95199,-118.341396,193132,J1772,
900 District Dr,Inglewood,90305,Public,24 hours daily,,2,,,33.951868,-118.341439,193133,J1772,
900 District Dr,Inglewood,90305,Public,24 hours daily,,2,,,33.951997,-118.341554,193134,J1772,
900 District Dr,Inglewood,90305,Public,24 hours daily,,2,,,33.952186,-118.341557,193135,J1772,
900 District Dr,Inglewood,90305,Public,24 hours daily,,2,,,33.951965,-118.341514,193136,J1772,
920 District  Drive,Inglewood,90305,Public,24 hours daily,,2,,,33.951925,-118.341291,193137,J1772,
900 District Dr,Inglewood,90305,Public,24 hours daily,,2,,,33.951876,-118.341463,193138,J1772,
900 District Dr,Inglewood,90305,Public,24 hours daily,,1,,,33.952059,-118.341608,193139,J1772,
900 District Dr,Inglewood,90305,Public,24 hours daily,,2,,,33.952046,-118.341449,193140,J1772,
1666 N Main St,Walnut Creek,94596,Public,24 hours daily,,2,,,37.901568,-122.061151,193188,J1772,
7475 Camino Arroyo,Gilroy,95020,Public,24 hours daily,,2,,,37.011109,-121.557187,193191,J1772,
7475 Camino Arroyo,Gilroy,95020,Public,24 hours daily,,2,,,37.011195,-121.556961,193192,J1772,
7475 Camino Arroyo,Gilroy,95020,Public,24 hours daily,,2,,,37.011075,-121.55724,193193,J1772,
7475 Camino Arroyo,Gilroy,95020,Public,24 hours daily,,2,,,37.011177,-121.557047,193194,J1772,
7475 Camino Arroyo,Gilroy,95020,Public,24 hours daily,,2,,,37.011075,-121.557337,193195,J1772,
7475 Camino Arroyo,Gilroy,95020,Public,24 hours daily,,2,,,37.011083,-121.557305,193196,J1772,
7475 Camino Arroyo,Gilroy,95020,Public,24 hours daily,,2,,,37.011203,-121.557047,193197,J1772,
7475 Camino Arroyo,Gilroy,95020,Public,24 hours daily,,2,,,37.011143,-121.557112,193198,J1772,
321 Dr. M.L.K. Jr Pkwy,Arcata,95521,Public,24 hours daily,,2,,,40.864445,-124.079752,193206,J1772,
321 Dr. M.L.K. Jr Pkwy,Arcata,95521,Public,24 hours daily,,2,,,40.864423,-124.079643,193207,J1772,
321 Dr. M.L.K. Jr Pkwy,Arcata,95521,Public,24 hours daily,,2,,,40.864436,-124.079705,193208,J1772,
321 Dr. M.L.K. Jr Pkwy,Arcata,95521,Public,24 hours daily,,2,,,40.864482,-124.079805,193209,J1772,
5100 W. Goldleaf Circle,Los Angeles,90056,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,5,,,33.988491,-118.365544,193221,J1772,
5110 W. Goldleaf Circle,Los Angeles,90056,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,2,,,33.989476,-118.366024,193222,J1772,
5140 W. Goldleaf Circle,Los Angeles,90056,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,1,,,33.98942,-118.368354,193223,J1772,
900 District Dr,Inglewood,90305,Public,24 hours daily,,2,,,33.951855,-118.341383,193235,J1772,
6875 N Milburn Ave,Fresno,93722,Public,24 hours daily,,,1,,36.836683,-119.879938,193254,CHADEMO J1772COMBO,
6875 N Milburn Ave,Fresno,93722,Public,24 hours daily,,,1,,36.83668,-119.879896,193255,CHADEMO J1772COMBO,
6875 N Milburn Ave,Fresno,93722,Public,24 hours daily,,,1,,36.836682,-119.879841,193256,CHADEMO J1772COMBO,
6875 N Milburn Ave,Fresno,93722,Public,24 hours daily,,,1,,36.836685,-119.8798,193257,CHADEMO J1772COMBO,
